"","CYFZ_PBMC","FY2H_PBMC","FLWA_PBMC","453W_PBMC","684C_PBMC","CZJE_PBMC","DZQV_PBMC","925L_PBMC","9JD4_PBMC","G4YW_PBMC","4DUY_PBMC","36TS_PBMC","CR3L_PBMC"
"CBX3P9",0,0.31305,0,0,0.311314,0,0,0,0,0,0,0,0
"CBX4",1.71198,2.00397,11.10257,6.547732,8.980886,2.334325,3.62893,3.051669,4.67608,4.37027,2.715433,5.078245,8.909102
"CBX5",17.07874,13.903257,12.386408,18.50224,26.2042,13.86626,9.28436,14.305109,13.385738,14.09782,20.837897,11.29533,11.45031
"CBX5P1",0.540812,0,0,1.03997,0,0,0,1.612,1.18129,0.24235,0.333639,0.496159,0.35401
"CBX6",36.115364,30.815581,36.608232,31.625959,35.815579,23.195026,20.2587813,18.53006,20.18197,17.032365,16.1377,22.373105,26.002249
"CBX7",6.77974,6.604167,12.87324,10.31439,10.171227,7.254936,9.742171,9.018783,8.551789,12.27931,10.172447,7.601274,6.087506
"CBX8",0.986315,1.192637,3.58024,2.53146,1.898362,2.196448,1.900801,1.308009,2.87771,4.532375,3.63277,1.207978,1.286161
"CBY1",10.43709,6.120134,5.39598,10.45234469,16.028842,6.450749,8.030181,9.786739,14.89985558,17.3056,14.979815,7.74084,8.58195
"CBY2",0,0.136456,0,0,0,0,0,0,0,0.127217,0,0,0.366989
"CBY3",0.324057,0.624618,0.153433,0.155953,0.155929,0.270642,0,0.483481,0.816101,0.727898,0.586376,0.297661,0
"CC2D1A",6.928121,5.662645,9.075149,9.907182,9.489503,5.95015,7.893228,11.249474,6.558714,12.8396208,5.145661,8.950781333,10.32008
"CC2D1B",13.509319,11.687018,12.577025,29.253253,13.398679,10.276996,10.329826,12.773774,19.64481402,13.233004,17.75048689,23.146807,7.8675542
"CC2D2A",6.781533812,9.7271057,3.626368,5.968223189,3.521205,1.143774294,4.728698529,7.160045002,1.2508335,17.8703428,6.473027,3.956716,2.979399
"CC2D2B",0.543104,7.1634402,4.093115,3.7805521,2.0396536,1.7709075,1.587757,4.53602908,3.730878,3.482658784,1.572181,2.5999927,0.8499513
"CCAR1",74.95784482,61.5540601,59.91188,94.3189053,87.378942,64.329327,75.65616,91.214991,70.98329,92.5996041,85.806839,65.999954,97.02680602
"CCAR2",86.11463,73.465625,58.730762,82.91034,99.14547311,65.53026,49.284941,72.47558,58.449996,54.5392,75.357022,54.09641,73.79407786
"CCAT2",0,0,0.112385,0,0,0.198791,0,0.412478,0,0.213232,0.144535,0,0
"CCBE1",0.271489,0.288686,0.306198,0.30217,0.313676,0.454485,0.131814,0.263787,0.186974,0.628398,0.499538,0.167901,0.238845
"CCDC102A",0.971883,1.071104,0.657883,1.069341,0.667962,1.973704,1.608648,2.348145,0.729512,1.872519,0.935179,0.3827403,0.361769
"CCDC102B",0.0654337,2.158981,1.093581,4.3398493,3.89066,2.1668219,2.948374854,3.934384108,2.741196,1.0237,2.913865237,2.159321,4.398027
"CCDC103",0.542159,1.84003,0,0,1.9240264,0.32134312,0,0.274512,0.687016,0,2.60982,1.6190525,0.584705
"CCDC106",1.758893,1.355869,0.7810933,1.817827,1.854569,1.432502,1.705438,1.907538,2.154974,1.421972,4.064815,1.25575416,1.63162
"CCDC107",31.48282,21.79386,31.21131,34.352245,30.42188,28.56647,23.16325769,36.6714,37.29162,28.266802,24.833737,25.1618,37.22352
"CCDC110",0,0,0,0,0,0,0,0,0.0334508,0.660732,0.7031325,0.261211,0
"CCDC112",9.509072,5.97945,9.466755,10.586718,11.81096,7.31841,5.85619,5.995706,6.74845,8.996548,5.21241,7.721675,8.351106
"CCDC113",0.531406,0.504979,0.92101,0.522809,0.394919,0.248205,0.168785,0.385343002,0.284763,0.188488,0.722088,0.545908,0.714078804
"CCDC115",79.96988,100.074992,79.410431,94.22473,108.25551,88.6369,68.27765,67.94069,54.39422,70.542176,77.05196,67.11033,59.50616
"CCDC116",1.005277,0.517213,0,0.256625,0,0,0,0.525328,0,0.239936,0,0,1.236604
"CCDC117",15.22727,15.8233,23.00048003,13.9390987,20.4559,7.12066,12.15350003,19.729345,15.039776,16.82099,22.00948,7.42394,9.913591
"CCDC12",61.55189,55.067833,57.1579111,53.107621,55.475627,60.475788,45.429111,54.20706,58.584241,61.823058,51.317995,53.175611,56.668275
"CCDC120",0.877381,1.77978,1.0487168,0.3927817,0.668709,0.675574,1.864454,1.4423627,1.04579,1.19641,0.761556,0.416415,0.888613
"CCDC121",1.312712,1.2782,0,0.7793383,0.533079,1.014212,1.43865,3.167692,0.710714,1.03786,1.525419,0.972088,0
"CCDC122",3.194009,4.155342,2.933992,4.407776,3.10669,6.96453,2.328169,4.420281,2.083964,3.668838,4.2297987,3.430304,3.685347
"CCDC124",32.107251,25.878848,31.60893,20.287375,29.64301,27.74901,27.924168,21.553125,32.436604,30.65168,22.29441,27.163219,42.828418
"CCDC125",6.00860983,4.261709,5.383874,7.602517,8.302953,8.669037,6.428577,7.142668,7.044963,4.850663,6.850152,5.5750574,8.768736
"CCDC126",21.090339,21.089547,43.1472,26.948084,39.351975,11.507102,19.14078,19.215984,23.787948,8.676262,15.319868,12.588279,25.1877
"CCDC127",2.53967449,2.61928,2.347428,3.98841,4.83021,1.66752,3.72501,3.32022,3.698049,3.037125,2.83653,1.125491,1.618788
"CCDC13",1.972372,2.43082,2.85851,1.98833402,3.35402,6.77486,3.8172,3.753988,2.207592,2.506197,1.863878,4.556497,5.038723
"CCDC13-AS1",0.198073,0.574338,0,0.429139,0.33327,0.416098,0.133346,0.443837,0.217118,0.624676,0.302223,0.546668,0.192798
"CCDC134",6.31971,5.76806,4.68256,7.17237,4.49605,6.46132,8.05775,8.61806,12.7473,6.31284,13.2347,8.91572,9.92037
"CCDC136",0.852915,0.839549,1.244803,5.849139859,0.237419,1.543709,2.6916186,1.212324,3.2051552,1.7883339,2.063582,0.7429516,2.964629
"CCDC137",12.54053,14.2608,13.222031,15.895663,20.22659,13.694878,12.0561,19.46132,18.739653,20.983281,19.114515,10.35045,10.893268
"CCDC137P",3.55075,0.85586,0,0.854534,0.142366,1.60755,0,0.294356,0,0.265999,0,2.03897,0
"CCDC138",3.071515,2.9246553,3.9832013,6.57007,3.01462671,5.926255,2.04843452,2.1792087,2.276875,6.167,4.8857026,1.147943,5.47576
"CCDC14",11.7181673,22.0608105,25.341724,23.691386,26.1193009,8.9770917,16.58389215,16.001996,14.4677559,27.0637664,11.6651463,12.315811,19.53363161
"CCDC141",7.6066842,6.9893617,1.3544869,7.2064354,3.879178,8.882263,6.3440121,13.608632,10.3821216,8.399105,6.686251,3.894847,8.98468
"CCDC142",15.54008,15.52239,2.065746,7.748298,19.86487,9.085116,17.507922,26.815809,25.62709,25.17976,32.87345,9.880183,16.156743
"CCDC144A",1.5662233,1.7456437,1.2564102,2.502616,0.9620003,1.9414053,1.255249,2.588222,0.9607792,0.8605386,3.347811,6.5112809,4.776429
"CCDC144B",22.734132,26.729514,23.84674,16.860331,9.0301785,25.158482,22.30349,23.152341,10.940127,8.8170054,26.58932,56.32184,36.1303
"CCDC144CP",0.343461,0.5602962,2.283531,1.067122,1.113966,1.1410138,1.0676441,1.175783,0.6422281,0.937089,0.450184,1.316161,1.852699
"CCDC144NL",0,0.166264,0,0,0.0672416,0.0297067,0,0.171611,0,0.126097,0,0.316964,0
"CCDC144NL-AS1",0.51706,0.995545,3.53306,1.434596,2.777131,0.782365,1.1971681,2.4666104,2.473622,1.389742,3.32088,0.31793,0.98622
"CCDC146",4.6493435,2.662906,6.835338,5.0944953,2.598794,1.600289,3.329628,6.3927329,2.0101826,3.586482,3.628692,5.934648,11.19394042
"CCDC148",0.199785,0.308307,0.476288,0,0.455302,0.195134,0.1147982,0.686151,0.265832,0.371282,0.376535,0.406911,0
"CCDC149",1.717793,3.066338,8.308826,2.937185,6.305956,1.828743,5.730679,2.3053171,2.409851,3.506477,1.751335,2.46997,1.31760829
"CCDC15",1.562447411,2.244172,2.247026356,3.21749033,4.669682334,0.82788168,1.645857,1.915144719,1.510423911,1.447124549,1.139463691,0.494518,0.446628294
"CCDC150",1.014714,2.0692206,0.8781901,0.654526,1.1465,2.207991,1.7564052,0.471713,0.721788,1.763852,0.848109,0.335228,2.72349
"CCDC152",6.16897,2.50343,2.714667,5.7705,0.355538,4.46193,2.43702,2.51718,3.59512,3.656512,3.69754,2.34935,4.02333
"CCDC153",0.943627,1.965209,1.16273,4.273927,1.36118,0.992891,2.913258,2.00557,2.210338,1.771011,2.40895,2.57792,2.00065
"CCDC154",6.193122,0.571118,3.65901,1.97764,5.89895,1.0523814,2.08712,2.686826,5.999232,2.699828,1.152056,4.072449,3.498215
"CCDC157",4.753103,1.907241,4.113736,5.338556,3.527976755,6.580045,2.453238,1.883693,4.348666,3.0024283,2.7399334,6.399415,3.512332
"CCDC158",0.497894,0.461229,0.65774,0.583189,0.355112,0.442879,0.264952,0.437134,0.312292,0.41,0.361019,0.398331,0.613265
"CCDC159",36.553569,49.271264,37.37039511,32.50713001,32.533267,40.052099,39.125636,53.29675,43.0663914,68.319304,35.954087,36.563197,52.763992
"CCDC160",0.216182,0.25662,0.112032,0.403314,0.111026,0.199379,0.454434,0.382652,0.202489,0.352778,0.0755722,0.143804,0.297029
"CCDC162P",0.55329,0.812419,0.249557,0.921668,0.4708,1.016753005,0.3325531,0.6181954,0.367256,1.0370587,1.030749,0.765747,1.901006
"CCDC163",0.854539,1.170743,1.91780754,1.973406915,3.4877,3.170251,1.69444,1.374281,1.99460099,1.914578,2.1244301,0.95987976,2.56904
"CCDC167",7.37812,6.4367,15.4817,5.98807,3.552,2.49588,6.53299,8.70902,7.86272,7.65243,9.08787,5.92546,6.63302
"CCDC168",0.0509262,0,0,0,0,0.107246,0.0152928,0.0296001,0.141507,0.00382828,0.0103361,0,0.0714608
"CCDC169",0.542205,0.828257,0.467424,0.8168,0.728178,0.652463,0.685845,0.69716,0.790993,0.731818,0.486471,0.5487766,0.93071
"CCDC17",1.653502,1.687068,1.736825,0.265102,3.079321,0.1061753,1.002397,2.175763,1.479203,2.61017,0.40160296,1.19291357,2.07628
"CCDC170",0.548991,2.903269,3.199189,4.737683,1.85093681,3.65021,1.01518,3.18012,0.932399,2.80052,1.9263719,2.266169,3.06677
"CCDC171",3.6736159,0.468162,1.276054,1.844201,4.885104,0.7104541,1.20349,2.1020382,1.642178138,0.9720395,0.819847,1.617188,0.527054
"CCDC172",0.183924,0,0,0,0,0,0,0,0,0.110454,0,0.112786,0
"CCDC173",0,2.8595722,0,4.31716,1.27197,2.8827241,0.6998483,0.26243,0.461565,0,0.0563475,3.186323,3.457184
"CCDC174",23.416126,21.439936,22.463243,34.6883,24.04842,40.15718,24.400239,24.049935,27.488625,20.68333,22.628448,26.612542,27.461199
"CCDC175",0,0,0.303368,0,0,0.65137056,0,0.8812308,0,0.2340369,0,0,0
"CCDC179",0,0,0.151809,0,0,0,0,0,0,0,0,0,0
"CCDC18",14.788576,13.240815,9.05377538,10.751905,12.663499,10.921804,8.430488,14.879907,8.788638,9.03047649,6.125534,15.812963,13.648719
"CCDC18-AS1",126.0952506,102.463666,155.161204,153.030801,123.201338,106.421213,145.97737,144.00191,181.7144643,147.491008,149.244974,108.777422,130.565305
"CCDC180",2.416839,1.3987391,1.196956,2.142411,3.021663,5.16036197,3.747981,2.301896,2.9716867,2.747391,3.386372,0.361208,6.123846894
"CCDC181",0.331538,0.373797,0,0.532527,0.159388,0,0.2550909,0.550261,0.0484513,0.49783,0.134938,0.152492,0.585155004
"CCDC183",0.9629304,0.610853,2.4004635,1.855809,0.943359,3.669097,2.15252,6.968204,0.884922,1.817119,4.276055,2.4259851,1.034092
"CCDC183-AS1",0.626731,1.41373,0.818047,0.765203,0.211552,0.852936,1.04651,3.04014,1.31916,2.79848,0.955668,0.314549,0.596284
"CCDC184",0,0,0.202505,0.780759,0.49184,0.824243,0.0765767,0,0,0,0.20808,1.8043,0.0553122
"CCDC186",12.904224,11.063066,16.452006,18.454524,19.15886,21.172268,16.218185,15.86013,16.134929,12.45361,13.55693,16.059937,16.4212
"CCDC187",0,0,0,0,0,0,0,0.0181464,0.080969,0,0,0,0
"CCDC188",0,0,0.0686606,0,0,0,0,0.0720139,0,0,0,0.0665208,0
"CCDC189",3.9379136,3.8853154,3.936732,5.869288,4.1432165,4.319014,4.290125,0.907911659,5.773858,4.4002431,3.294104,7.386149,5.777446
"CCDC190",0,0,0,0,0,0,0.0340792,0,0,0,0.0462726,0,0
"CCDC191",4.008816,5.7938233,3.8546437,10.764631,7.3882117,8.707166,7.07312,6.9849,5.455443,4.819619,2.569421,4.407920005,5.524116
"CCDC192",0,0,0.299723,0,0.99812,1.668607,0.280392,0.744531,0.472349,0.558299,0.808489,0.380752,2.471195
"CCDC194",0.535927,0.755038,0.198756,1.82734,0.309532,0.160012,0.265152,0,0.594417,0.390465,0.371819,0.569434,0.436284
"CCDC195",0.238463,0,0,0,0,0,0,0,0,0,0,0,0
"CCDC196",0.365277,0,0,0,0,0.496333,0,0.285543,0,0.257481,0,0.527328,0.539336
"CCDC197",0,0,0,0,0.144444,0,0,0,0,0,0.0917948,0.138181,0
"CCDC198",0.460349,0.863909,0.265819,1.091792,0.672988,1.148017,0.597613,1.5594182,0.5359329,0.170703,0.234504,1.235539,2.067819
"CCDC200",33.498113,11.497736,12.100767,9.302155,7.609003,11.8057574,22.39392363,40.30979,22.45975948,27.9262363,16.958779,5.84571,16.303257
"CCDC201",0,0,0,0,0.0505377,0,0,0,0,0,0,0,0
"CCDC22",28.3308,32.29058,25.7231,37.4838,36.1483,23.5946,24.8193,29.6722,27.6823,30.5453,36.0396,37.1349,25.4006
"CCDC24",1.5474953,0.692782,1.7502953,1.175739,1.78517388,0.09858,1.764843,1.316196,1.678366,1.864084,3.914159,0.718235,2.462762
"CCDC25",28.46084007,43.20356,34.0672,49.46859,45.3583,20.78629601,35.30108,32.90119,26.689086,18.872117,30.068515,32.99218,28.395487
"CCDC26",1.435992,0.158165,0.1940537,0,0,0.5069969,0,0.877815,0.405129,0.654128,0.50514,1.566924,0.57325
"CCDC27",0.613744,0.5864334,0.449023,0.491446,0.353101,0.600498,0.1946763,0.126209,0.231922,0.2247716,0,0.652432,0.449777
"CCDC28A",44.48084384,38.04282079,31.972,42.84989821,64.47086713,44.920427,37.24833688,31.6784218,32.96884553,34.82572524,46.33939569,24.09737378,25.37928521
"CCDC28A-AS1",1.219462,0.791202,1.257367,0.530933,0.555,0.435448,0,0,0.0649994,0.244603,0.333636,0,0.144855
"CCDC28B",7.983634,12.519623,12.67176,4.368717,10.323193,8.87682,9.467992,10.31645632,13.36437,22.06553,10.87409,5.680277,11.931047
"CCDC3",0.108063,0.48759,0,0.0294421,0,0,0,0,0.537087,0.292215,0.439381,0.0331442,0.700822
"CCDC30",1.8823429,3.1554823,6.2905171,3.3248937,7.957068,2.90908,2.0670707,6.1573646,1.518411,5.454860002,4.753205,3.017457,4.1073036
"CCDC32",52.5968064,41.841601,44.452754,34.300024,57.41818657,41.500442,49.823749,44.86048,36.627347,39.113914,42.185488,34.861554,28.621555
"CCDC33",0,0.240176,0,0,0,0,0.367058,0,0,0,0,0,0
"CCDC34",1.473599,0.94488824,0.3956513,0.888554731,1.436523,1.520811,0.53586558,0.476931,0.7144347,1.132643,0.864547,0.3233198,0.845334
"CCDC38",1.28558,1.235776,2.258838,0.584436,0.785593,3.6420603,1.049319,1.311154,0.3738124,1.164042,0.186136,1.148737,0.6339837
"CCDC39",1.0469233,0.1852911,2.4308807,3.705424,5.2356309,0.8858862,2.7814879,3.971854,5.399938,4.484788,2.99579,0.285324,1.902879
"CCDC40",1.4049919,1.2045825,1.695654,1.6106217,2.416261,0.5093439,0.7182652,2.9821349,1.0373161,0.7064127,1.0542016,1.1851178,1.8926007
"CCDC42",0,0.076018,0,0.404652,0,0,0.281592,0.15672,0.18407,0,0,0,0
"CCDC43",21.652641,17.43247,27.924757,26.259729,29.500429,26.19493,16.58266,20.043477,17.424675,25.17566,20.881952,23.197183,22.216444
"CCDC47",43.018525,53.10872,38.8657,74.524457,52.044,68.254355,58.64043,60.773122,51.0445,51.69322,68.91349,54.879628,59.98361
"CCDC50",10.61236,17.63933,15.160648,22.10576,14.8404,20.34464,21.78538,18.61218,22.1151,19.49323,19.43597,15.84026,19.25044
"CCDC51",9.73674,8.8781,7.91608,10.0372,12.207875,3.926931,8.405843,7.06299,14.965375,13.13718501,11.56114,5.690533,11.2637
"CCDC54",0.519219,0,0,0,0,0,0,0,0,0,0,0,0
"CCDC57",40.7131447,29.702661,45.4844179,70.50669,48.020952,34.220354,24.087696,47.743797,29.8456043,30.906688,27.253674,34.489998,41.822756
"CCDC59",50.94288,50.688578,51.41839,43.12716,58.23341,85.450815,33.856896,23.37177,27.238128,32.608338,24.610052,75.21255,85.37862
"CCDC6",10.376475,10.243639,8.471263,11.448284,5.66455,8.41331,9.233383,6.823418,9.318718,14.454058,9.271484,10.209,14.9189
"CCDC60",1.25541,3.66683,0.789884,0,0.800159,0,0,0.82159,1.95127,0,0,0,0
"CCDC61",4.067724,1.425930001,0.49218329,0.329801,6.866555,4.124399,1.608637,0.796687,9.292394006,0.772118,1.198709,0.629589,0.0736778
"CCDC62",0.805938,0.114177,0.9123395,0.217686,0.735268,0.197484,0.2779888,0.651732,0.159135,0.120593,0.10798181,0.212044,0.514734
"CCDC65",19.367071,12.61568,22.259378,24.840879,18.066871,16.86139236,15.9277,15.671116,17.005003,22.636741,18.262988,7.888611002,11.24745
"CCDC66",37.531056,24.456032,41.595743,39.05665,40.000831,33.86303221,35.737504,46.71809269,45.4556898,29.2788741,47.898708,20.59816236,37.974974
"CCDC68",0.791438,0.201005,0.0452642,0.0229568,0.665913601,0.0615884,0,0.1289943,0,0.506353,0.969829,0.0876523,0
"CCDC69",42.92555097,59.243269,76.31538,82.56439,49.675559,51.23938,54.46237538,63.10801,79.89821401,97.499839,80.25208232,74.063848,93.0211418
"CCDC7",6.890789,14.59861936,15.8520315,5.957377,24.9422267,10.45127465,11.7208551,25.209651,12.97550983,15.52800307,8.9044288,14.765392,15.7337868
"CCDC71",4.87778,8.02424,9.59509,5.70805,9.26858,6.48669,9.84464,9.07855,6.31352,9.25946,12.4098,1.92297,4.74964
"CCDC71L",1.19327,0.51749,1.09142,0.28219,0.836996,1.40522,1.260354,0.733347,1.878409,1.869489,1.390662,0.7389994,0.608736
"CCDC73",0.265169,0.1732295,0.2167617,0.346766,0.050711,0.0905595,0.0238594,0.1263182,0.112288,0.117763,0.2043073,0.0664675,0.102213
"CCDC74A",0.6196,0.204413,0.312789,0.8062,0.207475,0.690872,0.0946294,0.167851,0,1.229034,0.402835,0.3515314,0.137774
"CCDC74B",0,0,0,0.0852232,0,0.1343689,0,0.1554008,0,0.565819,0,0.3190671,0
"CCDC74BP1",0,0,0,0,0,0,0,0,0,0,0.125689,0,0
"CCDC77",14.4375496,8.8476998,12.563275,10.382572,15.184349,10.35431797,11.35694171,17.64447,17.7858286,13.02790827,12.89044,15.169077,11.6798316
"CCDC78",2.257274,0,0,1.890048,0,0.27414887,2.426395,3.126697,0.836386,4.466128002,0,1.9567221,0
"CCDC8",0.288482,0.0601182,0.146095,0.239707,0.313605,0.158149,0.112966,0.185457,0.121259,0.250822,0.167195,0.0578932,0.0833462
"CCDC80",0.446213,0.42718,0.473128,0.453189,0.703567,0.429758,0.406959,0.615921,1.019702,0.332828,0.372875,0.334281,0.330978
"CCDC81",1.3461,0.460229,2.500089,2.265296,0.835639,0.59174,0.467514,2.325014,0.172699,0.706754805,1.004073,1.016154,1.187054
"CCDC82",57.69456,45.78748,40.456761,46.885451,77.03581,68.485106,46.131343,51.793295,51.385582,33.61399,60.7447,34.07834,47.21105
"CCDC83",0.558428,0.155236,0,0.110059,0.575418,0.17407,0.272816,0.116729,0.0532005,0,0.0713344,0.0549228,0.507741
"CCDC85B",4.17554,1.88241,4.29438,1.94465,1.87379,2.39498,5.67541,6.85984,7.87023,10.4044,5.44235,5.88857,1.80794
"CCDC85C",0.461133,0.0569087,0.2060654,0.5020048,0.23804,0.5290332,0.342942,0.538726,1.00804,0.324085,0.599093,0.4232468,0.244476
"CCDC86",10.7602,15.8251,25.7077,16.8071,18.22583,19.854552,12.7973,7.781863,12.85145,14.1024,7.985607,13.311625,9.92682
"CCDC87",0,0,0,0,0,0,0,0,0,0,0.410301,0,0.0872604
"CCDC88A",12.234877,21.32322,33.13781831,25.09958459,18.9569928,30.386889,19.408863,28.209856,18.36372308,22.90971613,17.805859,22.76547168,24.280826
"CCDC88B",12.90671,9.9234649,19.568236,13.87335,12.955641,12.414721,20.172305,14.4347378,23.18064207,13.08411629,13.655715,16.305106,20.616828
"CCDC88C",55.99011,41.470159,57.551474,60.11082639,49.135742,54.3455,53.209099,69.36879025,56.06852229,50.5687302,53.94371,47.229541,69.245685
"CCDC88C-DT",0,0,0.849081,0,0,0,0,0,0,0,0,1.63026,0
"CCDC89",0,0,0,0,0,0.51137,0,0,0,0.274397,0,0,0
"CCDC9",5.809583,19.301352,12.478684,10.68588,13.668708,25.4443,9.005701,8.16614,6.398784,5.235257,4.566428,29.797222,20.796581
"CCDC90B",82.66048386,64.22522505,64.891991,81.26944231,85.48733,70.117477,66.84429603,67.035041,69.095675,81.88697,70.73897,52.110755,57.4793678
"CCDC90B-AS1",0.762017,0.27847,0.395613,0.274279,1.447289,0.158026,0.768178,1.54196,1.17523,1.66813,0.945616,0.108859,0.877659
"CCDC91",32.45000739,29.276103,29.747749,29.5955207,29.528562,38.08103014,41.688792,33.543548,40.338752,35.282262,25.639802,32.492051,37.443369
"CCDC92",7.100188,2.689207,4.756849,7.486786,2.3863964,5.539144,5.2472451,6.457345,13.42834,8.023258,6.560241,7.9220346,6.175482
"CCDC92B",0.0715871,0.1121,0.137939,0.0336349,0.0326954,0.0939022,0.0332169,0.137566,0.0310956,0.152427,0.091373,0,0.417751
"CCDC93",30.20909353,29.35585,17.836488,16.85508437,29.86076716,23.99565001,10.79667802,18.532128,35.05555625,27.49614249,18.929875,15.24302357,39.72875823
"CCDC96",0.145204,0,0.0459753,0,0,0.122021,0.1738,0.0964071,0.466892,0.261687,0,0.311701,0.314068
"CCDC97",30.67315,29.26774,34.93801,28.729872,30.04977,36.03432,23.82178,29.84458,24.59506,23.015405,32.49455,28.1039,35.14939
"CCDC9B",1.83522,3.420185,2.42184,2.30648,3.40988,3.5007038,2.739305,4.3811167,2.58557,3.01748,3.049324,1.92516,2.71582
"CCER2",0.435358,1.105026,0.928993,1.99164,0,0.984839,0.486175,0.758249,0.476821,0,0.3248289,0,0
"CCHCR1",7.482397791,4.175242,7.4540368,8.421946739,6.166077,5.87848876,5.559076,6.582878,6.65394,8.200267,7.534758,6.16926161,8.77288433
"CCIN",0.210568,0,0,0.710289,0.202458,0.221136,1.22826,0.524243,0,0,0,0.484274,0
"CCL1",0,0.238213,0,0,0,0,0.218949,0,0,0,0,0,0
"CCL14",1.3392696,0,0,0.228945,0,0,0,0.0295702,0,0,0,0,0
"CCL15",0.766367,0.572462,0,0.440082,0,0.169423,0,1.12698,0.322246,0,0.226286,0.169115,1.06633
"CCL16",0.953593,0.419523,0.481999,0.462078,0.647945,0.969936,0.632874,0.799341,0.731998,0.435992,0.451588,1.240958,1.0399
"CCL17",0,0,0,0,0,0,0.246687,0,0,0,0,0,0
"CCL18",0.369749,0,0,0,0,0,0.164232,0,0,0,0,0,0
"CCL19",0,0.453061,0,0,0,1.074385,0,0,0,0,0,0,0.622502
"CCL2",1.9839241,2.625355,0.499551,0.16928,2.166792,1.76193,9.79365,0.52484,2.156744,2.68595,0,0.16156,0
"CCL20",204.479,0.192233,4.436488,0.759377,1.56345,30.34753,29.68945,1.772461,0,0,0.736255,16.62061,18.19238
"CCL22",0.464646,0.51452,0.404723,0.634046,0.568702,0.266128,0.403891,0.521955,0.298355,0.29126,0.835494,0.556027,0.408711
"CCL23",0,0,0,0,0,0,0.233283,0,0,0.236751,0,0.208968,0
"CCL24",0.508997154,0,0,0,0.735324968,0,0,0,0,0,1.25523,0,0
"CCL25",0.388997,0,0,0,1.215261,0,0.310885,0,0,0,0.214815,0,0.456333
"CCL26",0,0,0.570139,0,0,0,0,0,0,0,0,0,0
"CCL27",0,0,0,0.20694,0,0,0.483074,1.57689,0,0.266541,0,0,1.52815
"CCL28",15.61448,7.940219,7.83121,12.11304,9.94454,14.48353,8.23073,8.87787,8.9121,10.114436,5.984973,5.168233,15.62175
"CCL3",1216.778,94.8403,66.9703,31.21939,53.9847,23.65641,1430.618,411.049,30.8578,28.40915,66.3022,52.0189,31.79372
"CCL3-AS1",5.18651,1.749933,4.225608,3.59376,0.644769,1.03451,13.70193,12.122008,2.05918,3.037152,2.728212,2.613329,2.42262
"CCL3L3",311.7427,26.89061,6.04451,11.58078,30.94065,23.139983,257.8692,118.59528,31.6427,18.03968,5.245237,20.68089,13.18399
"CCL4",946.511,38.89097,85.96769,51.81688,29.52856,47.96178,808.71,224.728,84.56491,72.60773,52.1677,34.80315,29.05166
"CCL4L2",374.50715,5.054256,6.78153,4.647484995,17.79317,11.18799,267.47951,82.00985,27.99736,29.691895,9.7788,8.8179329,5.575516012
"CCL5",858.0237,530.4655,609.4051,681.2549,615.5026,353.0364,366.2855,509.7222,502.9082,424.4851,358.7042,419.54859,320.9002
"CCL7",0,0,0,0,0,0.777377,0,0,0,0,0,0,0
